# E-MU Tracker Pre isochronous capture trace
# nominal_rate_hz=96000 alt=7 bInterval=4 bytes_per_frame=6
usb_frame,requested_bytes,actual_bytes,sample_frames,status
927175186,586,576,96,-536870169
927175187,586,576,96,-536870169
927175188,586,576,96,-536870169
927175189,586,576,96,-536870169
927175190,586,576,96,-536870169
927175191,586,576,96,-536870169
927175192,586,576,96,-536870169
927175193,586,576,96,-536870169
927175194,586,576,96,-536870169
927175195,586,576,96,-536870169
927175196,586,576,96,-536870169
927175197,586,576,96,-536870169
927175198,586,576,96,-536870169
927175199,586,576,96,-536870169
927175200,586,576,96,-536870169
927175201,586,576,96,-536870169
927175202,586,576,96,-536870169
927175203,586,576,96,-536870169
927175204,586,576,96,-536870169
927175205,586,576,96,-536870169
927175206,586,576,96,-536870169
927175207,586,576,96,-536870169
927175208,586,576,96,-536870169
927175209,586,576,96,-536870169
927175210,586,576,96,-536870169
927175211,586,576,96,-536870169
927175212,586,576,96,-536870169
927175213,586,576,96,-536870169
927175214,586,576,96,-536870169
927175215,586,576,96,-536870169
927175216,586,576,96,-536870169
927175217,586,576,96,-536870169
927175218,586,576,96,-536870169
927175219,586,576,96,-536870169
927175220,586,576,96,-536870169
927175221,586,576,96,-536870169
927175222,586,576,96,-536870169
927175223,586,576,96,-536870169
927175224,586,576,96,-536870169
927175225,586,576,96,-536870169
927175226,586,576,96,-536870169
927175227,586,576,96,-536870169
927175228,586,576,96,-536870169
927175229,586,576,96,-536870169
927175230,586,576,96,-536870169
927175231,586,576,96,-536870169
927175232,586,576,96,-536870169
927175233,586,576,96,-536870169
927175234,586,576,96,-536870169
927175235,586,576,96,-536870169
927175236,586,576,96,-536870169
927175237,586,576,96,-536870169
927175238,586,576,96,-536870169
927175239,586,576,96,-536870169
927175240,586,576,96,-536870169
927175241,586,576,96,-536870169
927175242,586,576,96,-536870169
927175243,586,576,96,-536870169
927175244,586,576,96,-536870169
927175245,586,576,96,-536870169
927175246,586,576,96,-536870169
927175247,586,576,96,-536870169
927175248,586,576,96,-536870169
927175249,586,576,96,-536870169
927175250,586,576,96,-536870169
927175251,586,576,96,-536870169
927175252,586,576,96,-536870169
927175253,586,576,96,-536870169
927175254,586,576,96,-536870169
927175255,586,576,96,-536870169
927175256,586,576,96,-536870169
927175257,586,576,96,-536870169
927175258,586,576,96,-536870169
927175259,586,576,96,-536870169
927175260,586,576,96,-536870169
927175261,586,576,96,-536870169
927175262,586,576,96,-536870169
927175263,586,576,96,-536870169
927175264,586,576,96,-536870169
927175265,586,576,96,-536870169
927175266,586,576,96,-536870169
927175267,586,576,96,-536870169
927175268,586,576,96,-536870169
927175269,586,576,96,-536870169
927175270,586,576,96,-536870169
927175271,586,576,96,-536870169
927175272,586,576,96,-536870169
927175273,586,576,96,-536870169
927175274,586,576,96,-536870169
927175275,586,576,96,-536870169
927175276,586,576,96,-536870169
927175277,586,576,96,-536870169
927175278,586,576,96,-536870169
927175279,586,576,96,-536870169
927175280,586,576,96,-536870169
927175281,586,576,96,-536870169
927175282,586,576,96,-536870169
927175283,586,576,96,-536870169
927175284,586,576,96,-536870169
927175285,586,576,96,-536870169
927175286,586,576,96,-536870169
927175287,586,576,96,-536870169
927175288,586,576,96,-536870169
927175289,586,576,96,-536870169
927175290,586,576,96,-536870169
927175291,586,576,96,-536870169
927175292,586,576,96,-536870169
927175293,586,576,96,-536870169
927175294,586,576,96,-536870169
927175295,586,576,96,-536870169
927175296,586,576,96,-536870169
927175297,586,576,96,-536870169
927175298,586,576,96,-536870169
927175299,586,576,96,-536870169
927175300,586,576,96,-536870169
927175301,586,576,96,-536870169
927175302,586,576,96,-536870169
927175303,586,576,96,-536870169
927175304,586,576,96,-536870169
927175305,586,576,96,-536870169
927175306,586,576,96,-536870169
927175307,586,576,96,-536870169
927175308,586,576,96,-536870169
927175309,586,576,96,-536870169
927175310,586,576,96,-536870169
927175311,586,576,96,-536870169
927175312,586,576,96,-536870169
927175313,586,576,96,-536870169
927175314,586,576,96,-536870169
927175315,586,576,96,-536870169
927175316,586,576,96,-536870169
927175317,586,576,96,-536870169
927175318,586,576,96,-536870169
927175319,586,576,96,-536870169
927175320,586,576,96,-536870169
927175321,586,576,96,-536870169
927175322,586,576,96,-536870169
927175323,586,576,96,-536870169
927175324,586,576,96,-536870169
927175325,586,576,96,-536870169
927175326,586,576,96,-536870169
927175327,586,576,96,-536870169
927175328,586,576,96,-536870169
927175329,586,576,96,-536870169
927175330,586,576,96,-536870169
927175331,586,576,96,-536870169
927175332,586,576,96,-536870169
927175333,586,576,96,-536870169
927175334,586,576,96,-536870169
927175335,586,576,96,-536870169
927175336,586,576,96,-536870169
927175337,586,576,96,-536870169
927175338,586,576,96,-536870169
927175339,586,576,96,-536870169
927175340,586,576,96,-536870169
927175341,586,576,96,-536870169
927175342,586,576,96,-536870169
927175343,586,576,96,-536870169
927175344,586,576,96,-536870169
927175345,586,576,96,-536870169
927175346,586,576,96,-536870169
927175347,586,576,96,-536870169
927175348,586,576,96,-536870169
927175349,586,576,96,-536870169
927175350,586,576,96,-536870169
927175351,586,576,96,-536870169
927175352,586,576,96,-536870169
927175353,586,576,96,-536870169
927175354,586,576,96,-536870169
927175355,586,576,96,-536870169
927175356,586,576,96,-536870169
927175357,586,576,96,-536870169
927175358,586,576,96,-536870169
927175359,586,576,96,-536870169
927175360,586,576,96,-536870169
927175361,586,576,96,-536870169
927175362,586,576,96,-536870169
927175363,586,576,96,-536870169
927175364,586,576,96,-536870169
927175365,586,576,96,-536870169
927175366,586,576,96,-536870169
927175367,586,576,96,-536870169
927175368,586,576,96,-536870169
927175369,586,576,96,-536870169
927175370,586,576,96,-536870169
927175371,586,576,96,-536870169
927175372,586,576,96,-536870169
927175373,586,576,96,-536870169
927175374,586,576,96,-536870169
927175375,586,576,96,-536870169
927175376,586,576,96,-536870169
927175377,586,576,96,-536870169
927175378,586,576,96,-536870169
927175379,586,576,96,-536870169
927175380,586,576,96,-536870169
927175381,586,576,96,-536870169
927175382,586,576,96,-536870169
927175383,586,576,96,-536870169
927175384,586,576,96,-536870169
927175385,586,576,96,-536870169
927175386,586,576,96,-536870169
927175387,586,576,96,-536870169
927175388,586,576,96,-536870169
927175389,586,576,96,-536870169
927175390,586,576,96,-536870169
927175391,586,576,96,-536870169
927175392,586,576,96,-536870169
927175393,586,576,96,-536870169
927175394,586,576,96,-536870169
927175395,586,576,96,-536870169
927175396,586,576,96,-536870169
927175397,586,576,96,-536870169
927175398,586,576,96,-536870169
927175399,586,576,96,-536870169
927175400,586,576,96,-536870169
927175401,586,576,96,-536870169
927175402,586,576,96,-536870169
927175403,586,576,96,-536870169
927175404,586,576,96,-536870169
927175405,586,576,96,-536870169
927175406,586,576,96,-536870169
927175407,586,576,96,-536870169
927175408,586,576,96,-536870169
927175409,586,576,96,-536870169
927175410,586,576,96,-536870169
927175411,586,576,96,-536870169
927175412,586,576,96,-536870169
927175413,586,576,96,-536870169
927175414,586,576,96,-536870169
927175415,586,576,96,-536870169
927175416,586,576,96,-536870169
927175417,586,576,96,-536870169
927175418,586,576,96,-536870169
927175419,586,576,96,-536870169
927175420,586,576,96,-536870169
927175421,586,576,96,-536870169
927175422,586,576,96,-536870169
927175423,586,576,96,-536870169
927175424,586,576,96,-536870169
927175425,586,576,96,-536870169
927175426,586,576,96,-536870169
927175427,586,576,96,-536870169
927175428,586,576,96,-536870169
927175429,586,576,96,-536870169
927175430,586,576,96,-536870169
927175431,586,576,96,-536870169
927175432,586,576,96,-536870169
927175433,586,576,96,-536870169
927175434,586,576,96,-536870169
927175435,586,576,96,-536870169
927175436,586,576,96,-536870169
927175437,586,576,96,-536870169
927175438,586,576,96,-536870169
927175439,586,576,96,-536870169
927175440,586,576,96,-536870169
927175441,586,576,96,-536870169
927175442,586,576,96,-536870169
927175443,586,576,96,-536870169
927175444,586,576,96,-536870169
927175445,586,576,96,-536870169
927175446,586,576,96,-536870169
927175447,586,576,96,-536870169
927175448,586,576,96,-536870169
927175449,586,576,96,-536870169
927175450,586,576,96,-536870169
927175451,586,576,96,-536870169
927175452,586,576,96,-536870169
927175453,586,576,96,-536870169
927175454,586,576,96,-536870169
927175455,586,576,96,-536870169
927175456,586,576,96,-536870169
927175457,586,576,96,-536870169
927175458,586,576,96,-536870169
927175459,586,576,96,-536870169
927175460,586,576,96,-536870169
927175461,586,576,96,-536870169
927175462,586,576,96,-536870169
927175463,586,576,96,-536870169
927175464,586,576,96,-536870169
927175465,586,576,96,-536870169
927175466,586,576,96,-536870169
927175467,586,576,96,-536870169
927175468,586,576,96,-536870169
927175469,586,576,96,-536870169
927175470,586,576,96,-536870169
927175471,586,576,96,-536870169
927175472,586,576,96,-536870169
927175473,586,576,96,-536870169
927175474,586,576,96,-536870169
927175475,586,576,96,-536870169
927175476,586,576,96,-536870169
927175477,586,576,96,-536870169
927175478,586,576,96,-536870169
927175479,586,576,96,-536870169
927175480,586,576,96,-536870169
927175481,586,576,96,-536870169
927175482,586,576,96,-536870169
927175483,586,576,96,-536870169
927175484,586,576,96,-536870169
927175485,586,576,96,-536870169
927175486,586,576,96,-536870169
927175487,586,576,96,-536870169
927175488,586,576,96,-536870169
927175489,586,576,96,-536870169
927175490,586,576,96,-536870169
927175491,586,576,96,-536870169
927175492,586,576,96,-536870169
927175493,586,576,96,-536870169
927175494,586,576,96,-536870169
927175495,586,576,96,-536870169
927175496,586,576,96,-536870169
927175497,586,576,96,-536870169
927175498,586,576,96,-536870169
927175499,586,576,96,-536870169
927175500,586,576,96,-536870169
927175501,586,576,96,-536870169
927175502,586,576,96,-536870169
927175503,586,576,96,-536870169
927175504,586,576,96,-536870169
927175505,586,576,96,-536870169
927175506,586,576,96,-536870169
927175507,586,576,96,-536870169
927175508,586,576,96,-536870169
927175509,586,576,96,-536870169
927175510,586,576,96,-536870169
927175511,586,576,96,-536870169
927175512,586,576,96,-536870169
927175513,586,576,96,-536870169
927175514,586,576,96,-536870169
927175515,586,576,96,-536870169
927175516,586,576,96,-536870169
927175517,586,576,96,-536870169
927175518,586,576,96,-536870169
927175519,586,576,96,-536870169
